id,interval_end,last_price,volume_ETH,weighted_price
293,2017-10-03 01:00:00,297.99999947,48.62708816,297.608085848
294,2017-10-03 01:10:00,298.0,16.21966103,297.990197014
295,2017-10-03 01:20:00,298.00000246,0.38234899,298.010778358
296,2017-10-03 01:30:00,298.21061508,0.46813093,298.210615957
297,2017-10-03 01:40:00,297.70999999,31.26285111,298.023612108
298,2017-10-03 01:50:00,298.48243457,6.87675974,297.883763763
299,2017-10-03 02:00:00,298.10000241,10.48367574,298.585796043
300,2017-10-03 02:10:00,298.31,20.15646894,298.482030731
301,2017-10-03 02:20:00,298.1,76.84600368,298.156916257
302,2017-10-03 02:30:00,298.48916,75.22382066,298.305259486
303,2017-10-03 02:40:00,298.59999948,15.08730448,298.389517784
304,2017-10-03 02:50:00,298.68999278,141.16866068,298.262412231
305,2017-10-03 03:00:00,298.68655994,7.80948944,298.363595715
306,2017-10-03 03:10:00,298.835,40.04772437,298.36576581
307,2017-10-03 03:20:00,299.57543988,116.85569741,299.369484232
308,2017-10-03 03:30:00,298.81000032,25.19107207,299.441793091
309,2017-10-03 03:40:00,299.5952517,6.73378473,299.522362072
310,2017-10-03 03:50:00,299.78032028,27.98496557,299.400286426
311,2017-10-03 04:00:00,299.88100154,46.46405878,300.002457171
312,2017-10-03 04:10:00,299.87693999,164.800165,300.130025353
313,2017-10-03 04:20:00,299.77999999,2.45358853,299.856267794
314,2017-10-03 04:30:00,299.89957998,9.49199996,299.724697693
315,2017-10-03 04:40:00,299.51,29.23835963,299.620642459
316,2017-10-03 04:50:00,298.99999999,54.47547101,299.25692836
317,2017-10-03 05:00:00,299.5,9.60521345,299.170754299
318,2017-10-03 05:10:00,299.69999851,4.73499739,299.693944724
319,2017-10-03 05:20:00,298.8,80.02992747,299.362408289
320,2017-10-03 05:30:00,295.9,323.78440009,296.67688168
321,2017-10-03 05:40:00,295.88773994,462.10484692,295.66263869
322,2017-10-03 05:50:00,294.01770016,151.80043214,294.689262541
323,2017-10-03 06:00:00,295.20007,81.12477571,294.372510989
324,2017-10-03 06:10:00,295.0,168.87786451,294.457597659
325,2017-10-03 06:20:00,293.89885975,324.11210221,293.822029163
326,2017-10-03 06:30:00,293.53946097,412.87779473,293.349886997
327,2017-10-03 06:40:00,295.29999956,58.83219723,294.678297118
328,2017-10-03 06:50:00,293.55000002,197.01589987,294.2454803
329,2017-10-03 07:00:00,294.0,64.68009264,293.637989081
330,2017-10-03 07:10:00,293.0,207.22886451,293.717266289
331,2017-10-03 07:20:00,291.60000009,255.87566185,292.356331948
332,2017-10-03 07:30:00,292.99999997,171.67384712,292.170138382
333,2017-10-03 07:40:00,293.1,91.56764686,292.916285046
334,2017-10-03 07:50:00,294.0,195.05067641,293.774649654
335,2017-10-03 08:00:00,292.0,280.37042604,293.150783506
336,2017-10-03 08:10:00,290.0,538.50785327,290.654324019
337,2017-10-03 08:20:00,290.85000001,123.26690571,290.190323766
338,2017-10-03 08:30:00,291.99940993,132.04216218,291.368163183
339,2017-10-03 08:40:00,291.73257991,70.10965994,291.302577187
340,2017-10-03 08:50:00,291.3689499,259.93435455,290.992496551
341,2017-10-03 09:00:00,290.70000003,86.68779056,290.917172566
342,2017-10-03 09:10:00,290.0,302.4309068,290.098194259
343,2017-10-03 09:20:00,290.0,169.24303109,289.957547084
344,2017-10-03 09:30:00,288.99999985,313.48185556,289.420320682
345,2017-10-03 09:40:00,289.30591999,154.91765989,288.685026185
346,2017-10-03 09:50:00,288.77999994,127.54898568,288.400352146
347,2017-10-03 10:00:00,288.0,285.22789417,288.21378195
348,2017-10-03 10:10:00,287.4455573,676.56181298,287.043387188
349,2017-10-03 10:20:00,286.99992988,92.81000154,287.025794075
350,2017-10-03 10:30:00,287.00000015,404.99544725,286.839433553
351,2017-10-03 10:40:00,289.0,366.26506215,288.677782837
352,2017-10-03 10:50:00,289.50007041,121.31043745,289.88687585
353,2017-10-03 11:00:00,290.41999974,166.81335108,290.241347171
354,2017-10-03 11:10:00,291.1809998,362.66541933,290.867249837
355,2017-10-03 11:20:00,291.00000014,33.5928609,290.966937362
356,2017-10-03 11:30:00,291.00010015,51.20004379,291.515986167
357,2017-10-03 11:40:00,291.72,78.57487767,291.644067773
358,2017-10-03 11:50:00,292.25,21.04570378,291.884294485
359,2017-10-03 12:00:00,292.1,44.90889373,292.156978305
360,2017-10-03 12:10:00,293.0,426.20468292,292.982739085
361,2017-10-03 12:20:00,292.05028,44.57549344,292.334823528
362,2017-10-03 12:30:00,291.75128,38.67445518,292.122965281
363,2017-10-03 12:40:00,290.89999883,158.9467724,290.481522435
364,2017-10-03 12:50:00,290.32999999,49.28132878,290.790226591
365,2017-10-03 13:00:00,290.49999981,18.95468283,290.727434337
366,2017-10-03 13:10:00,287.65873071,367.61254955,289.464211721
367,2017-10-03 13:20:00,289.51000006,265.8756797,288.383618853
368,2017-10-03 13:30:00,289.23014003,110.64648322,289.343523496
369,2017-10-03 13:40:00,290.599,87.06562906,290.01291756
370,2017-10-03 13:50:00,289.00056096,94.59844838,289.554185965
371,2017-10-03 14:00:00,288.59041,216.95341471,288.978396444
372,2017-10-03 14:10:00,288.71007,47.72427604,288.188545965
373,2017-10-03 14:20:00,288.71007,42.86366921,288.359806407
374,2017-10-03 14:30:00,289.66838995,183.71848331,289.06792332
375,2017-10-03 14:40:00,290.5,140.34678753,289.836558019
376,2017-10-03 14:50:00,290.59899999,161.1850058,290.500646906
377,2017-10-03 15:00:00,290.599,14.91703363,290.516638314
378,2017-10-03 15:10:00,291.75,106.70518675,290.646656681
379,2017-10-03 15:20:00,291.95,50.78428251,291.851881295
380,2017-10-03 15:30:00,291.95,131.98818324,292.14757482
381,2017-10-03 15:40:00,291.95,36.36988299,292.001867003
382,2017-10-03 15:50:00,291.94999968,51.62129705,291.447654705
383,2017-10-03 16:00:00,292.30000041,63.10485235,292.122479539
384,2017-10-03 16:10:00,293.16698757,143.09686299,292.978008821
385,2017-10-03 16:20:00,292.55503994,366.44119743,292.368028456
386,2017-10-03 16:30:00,291.71000027,44.26479574,292.064112593
387,2017-10-03 16:40:00,290.55503997,151.58886961,291.867150703
388,2017-10-03 16:50:00,289.57874199,91.03734269,289.586058773
389,2017-10-03 17:00:00,290.04753986,97.771381,289.851232597
390,2017-10-03 17:10:00,290.3,41.34696902,290.090037343
391,2017-10-03 17:20:00,289.63,85.23500108,289.78480047
392,2017-10-03 17:30:00,290.38999988,38.98150478,290.325352292
393,2017-10-03 17:40:00,290.46882857,30.4710659,290.410119687
394,2017-10-03 17:50:00,290.00000036,284.43437994,290.736393316
395,2017-10-03 18:00:00,290.98032996,37.52828149,290.843109524
396,2017-10-03 18:10:00,290.16000005,65.09137071,290.754907522
397,2017-10-03 18:20:00,291.24110997,73.00524862,291.08521073
398,2017-10-03 18:30:00,290.32118131,58.01059179,291.034966752
399,2017-10-03 18:40:00,291.02227645,27.40544998,290.760059176
400,2017-10-03 18:50:00,290.71778502,68.9498848,290.613960746
401,2017-10-03 19:00:00,290.0,148.29477725,290.14988014
402,2017-10-03 19:10:00,291.02227812,109.64632867,290.12541033
403,2017-10-03 19:20:00,290.0000005,71.38519771,291.243692547
404,2017-10-03 19:30:00,291.1608701,57.53811048,290.754403921
405,2017-10-03 19:40:00,291.42165076,65.03690453,291.146531722
406,2017-10-03 19:50:00,290.0,43.72978845,291.159266305
407,2017-10-03 20:00:00,289.71112066,54.36326769,290.253623604
408,2017-10-03 20:10:00,289.87999997,14.44721302,289.382444027
409,2017-10-03 20:20:00,290.6,35.37840861,290.417816604
410,2017-10-03 20:30:00,291.54140816,22.93323116,290.668708515
411,2017-10-03 20:40:00,290.75999997,27.99270698,290.756688268
412,2017-10-03 20:50:00,290.99431993,46.79195302,290.953529933
413,2017-10-03 21:00:00,290.21000003,49.73127815,290.623386361
414,2017-10-03 21:10:00,291.85498736,77.79083379,291.267202636
415,2017-10-03 21:20:00,291.300465,33.80976206,291.657201089
416,2017-10-03 21:30:00,289.59517765,56.30960939,290.452800997
417,2017-10-03 21:40:00,291.05053181,34.91676517,290.044831058
418,2017-10-03 21:50:00,291.01999651,43.19521798,290.438992743
419,2017-10-03 22:00:00,287.99999993,493.1382783,288.348288426
420,2017-10-03 22:10:00,288.0,2352.2766597,287.985051212
421,2017-10-03 22:20:00,288.0,1870.36753122,287.999755734
422,2017-10-03 22:30:00,289.49112487,786.9765787,288.017101762
423,2017-10-03 22:40:00,289.77669537,285.31287512,289.445608854
424,2017-10-03 22:50:00,289.48889934,107.19386841,289.434559971
425,2017-10-03 23:00:00,291.01000285,112.47347991,290.837825798
426,2017-10-03 23:10:00,291.49999984,3.66145511,291.408899282
427,2017-10-03 23:20:00,290.55588006,27.4905855,291.487760173
